facility,address,zip,date_of_inspection,nys_health_operation_id,inspection_type,food_service_type,food_service_description,lat,lng,num_critical,num_non_critical,num_critical_not_corrected,num_critical_previous,num_non_critical_previous,num_non_critical_not_corrected_previous
Casey's Deli,"401 SOUTH Warren STREET,  Syracuse",13202,2013-01-02,824509,Inspection,Food Service Establishment,Restaurant,NA,NA,1,1,0,NA,NA,NA
Casey's Deli,"401 SOUTH Warren STREET,  Syracuse",13202,2013-05-29,824509,Inspection,Food Service Establishment,Restaurant,NA,NA,4,7,2,1,1,0
Casey's Deli,"401 SOUTH Warren STREET,  Syracuse",13202,2013-06-24,824509,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,2,0,4,7,2
Casey's Deli,"401 SOUTH Warren STREET,  Syracuse",13202,2013-07-11,824509,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,0,2,0
Casey's Deli,"401 SOUTH Warren STREET,  Syracuse",13202,2014-07-09,824509,Inspection,Food Service Establishment,Restaurant,NA,NA,3,9,1,0,0,0
Casey's Deli,"401 SOUTH Warren STREET,  Syracuse",13202,2014-08-11,824509,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,10,0,3,9,1
Casey's Deli,"401 SOUTH Warren STREET,  Syracuse",13202,2014-11-13,824509,Inspection,Food Service Establishment,Restaurant,NA,NA,3,28,0,0,10,0
Casey's Deli,"401 SOUTH Warren STREET,  Syracuse",13202,2014-11-18,824509,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,2,0,3,28,0
Casey's Deli,"401 SOUTH Warren STREET,  Syracuse",13202,2015-11-03,824509,Inspection,Food Service Establishment,Restaurant,NA,NA,3,5,0,0,2,0
Casey's Deli,"401 SOUTH Warren STREET,  Syracuse",13202,2016-09-06,824509,Inspection,Food Service Establishment,Restaurant,NA,NA,4,22,0,3,5,0
Catering at the Zoo,"1 Conservation PLACE,  Syracuse",13204,2007-05-10,564239,Inspection,Food Service Establishment,Catering Operation,43.044971,-76.176611,2,5,1,NA,NA,NA
Catering at the Zoo,"1 Conservation PLACE,  Syracuse",13204,2008-04-11,564239,Inspection,Food Service Establishment,Catering Operation,43.044971,-76.176611,1,3,0,2,5,1
Catering at the Zoo,"1 Conservation PLACE,  Syracuse",13204,2009-04-22,564239,Inspection,Food Service Establishment,Catering Operation,43.044971,-76.176611,0,4,0,1,3,0
Catering at the Zoo,"1 Conservation PLACE,  Syracuse",13204,2010-08-30,564239,Inspection,Food Service Establishment,Catering Operation,43.044971,-76.176611,0,5,0,0,4,0
Catering at the Zoo,"1 Conservation PLACE,  Syracuse",13204,2011-08-30,564239,Inspection,Food Service Establishment,Catering Operation,43.044971,-76.176611,0,3,0,0,5,0
Catering at the Zoo,"1 Conservation PLACE,  Syracuse",13204,2012-08-16,564239,Inspection,Food Service Establishment,Catering Operation,43.044971,-76.176611,1,2,0,0,3,0
Catering at the Zoo,"1 Conservation PLACE,  Syracuse",13204,2013-04-09,564239,Inspection,Food Service Establishment,Catering Operation,43.044971,-76.176611,0,4,0,1,2,0
Catering at the Zoo,"1 Conservation PLACE,  Syracuse",13204,2014-04-30,564239,Inspection,Food Service Establishment,Catering Operation,43.044971,-76.176611,1,3,0,0,4,0
Catering at the Zoo,"1 Conservation PLACE,  Syracuse",13204,2015-10-05,564239,Inspection,Food Service Establishment,Catering Operation,43.044971,-76.176611,0,4,0,1,3,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2006-03-08,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,0,0,NA,NA,NA
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2006-03-21,466931,Re-Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,0,0,0,0,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2007-03-15,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,1,0,0,0,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2007-07-25,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,0,0,0,1,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2008-01-18,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,9,0,0,0,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2009-01-15,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,1,9,0,0,9,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2009-09-30,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,2,0,1,9,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2010-01-12,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,3,0,0,2,0
Cathedral Academy at Pompei,"923 NORTH Main STREET,  Syracuse",13208,2010-08-11,741313,Inspection,SED Summer Feeding Prog.,SED Food Preparation Site,43.146307,-76.126611,0,0,0,0,3,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2011-01-18,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,2,0,0,0,0
Cathedral Academy at Pompei,"923 NORTH Main STREET,  Syracuse",13208,2011-07-12,741313,Inspection,SED Summer Feeding Prog.,SED Food Preparation Site,43.146307,-76.126611,0,0,0,0,2,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2012-02-03,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,1,0,1,0,0,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2012-09-12,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,1,0,1,0,1
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2013-02-01,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,1,1,1,0,1,0
Cathedral Academy at Pompei,"923 NORTH Main STREET,  Syracuse",13208,2013-07-22,741313,Inspection,SED Summer Feeding Prog.,SED Food Preparation Site,43.146307,-76.126611,0,0,0,1,1,1
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2013-10-07,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,2,0,0,0,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2014-03-10,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,0,0,0,2,0
Cathedral Academy at Pompei,"923 NORTH Main STREET,  Syracuse",13208,2014-07-21,741313,Inspection,SED Summer Feeding Prog.,SED Food Preparation Site,43.146307,-76.126611,0,0,0,0,0,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2014-10-20,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,4,0,0,0,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2015-02-27,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,3,0,0,4,0
Cathedral Academy at Pompei,"923 NORTH Main STREET,  Syracuse",13208,2015-08-10,741313,Inspection,SED Summer Feeding Prog.,SED Food Preparation Site,43.146307,-76.126611,0,0,0,0,3,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2015-11-20,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,2,0,0,0,0
Cathedral Academy at Pompei,"923 NORTH MCBRIDE STREET,  SYRACUSE",13208,2016-02-23,466931,Inspection,Institutional Food Service,School K-12 Food Service,43.059292,-76.148998,0,3,0,0,2,0
Cathedral Academy at Pompei,"923 NORTH Main STREET,  Syracuse",13208,2016-07-19,741313,Inspection,SED Summer Feeding Prog.,SED Food Preparation Site,43.146307,-76.126611,0,0,0,0,3,0
Cathedral of the Immaculate Concepti,"421 SOUTH Warren STREET,  Syracuse",13202,2013-04-24,837686,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,0,2,0,NA,NA,NA
Cathedral of the Immaculate Concepti,"421 SOUTH Warren STREET,  Syracuse",13202,2014-08-13,837686,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,0,0,0,0,2,0
Cathedral of the Immaculate Concepti,"421 SOUTH Warren STREET,  Syracuse",13202,2015-08-10,837686,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,0,0,0,0,0,0
Cathedral of the Immaculate Concepti,"421 SOUTH Warren STREET,  Syracuse",13202,2016-08-16,837686,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,0,0,0,0,0,0
Cathy's Cookie Kitchen,"4801 WEST Genesee STREET,  Syracuse",13219,2014-11-19,885596,Inspection,Food Service Establishment,Bakery,NA,NA,0,0,0,NA,NA,NA
Cathy's Cookie Kitchen,"4801 WEST Genesee STREET,  Syracuse",13219,2015-09-23,885596,Inspection,Food Service Establishment,Bakery,NA,NA,0,0,0,0,0,0
Cathy's Cookie Kitchen,"4801 WEST Genesee STREET,  Syracuse",13219,2016-08-15,885596,Inspection,Food Service Establishment,Bakery,NA,NA,0,0,0,0,0,0
Cathy's Corner Cafe,"929 Avery AVENUE,  Syracuse",13204,2014-10-31,887372,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,NA,NA,NA
Cathy's Corner Cafe,"929 Avery AVENUE,  Syracuse",13204,2014-11-21,887372,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,0,0,0
Cathy's Corner Cafe,"929 Avery AVENUE,  Syracuse",13204,2015-08-20,887372,Inspection,Food Service Establishment,Restaurant,NA,NA,0,6,0,0,0,0
Cathy's Corner Cafe,"929 Avery AVENUE,  Syracuse",13204,2016-08-12,887372,Inspection,Food Service Establishment,Restaurant,NA,NA,3,3,0,0,6,0
Central NY Flag Football,"Ashdale AVENUE,  Syracuse",13206,2016-05-03,914081,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,0,1,0,NA,NA,NA
Central NY Flag Football,"Ashdale AVENUE,  Syracuse",13206,2016-10-02,914081,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,0,6,0,0,1,0
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2006-01-26,292605,Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,1,5,0,NA,NA,NA
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2007-03-28,292605,Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,1,4,0,1,5,0
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2007-12-11,292605,Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,1,8,0,1,4,0
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2008-07-16,292605,Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,2,9,0,1,8,0
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2009-09-08,292605,Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,0,5,0,2,9,0
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2010-10-04,292605,Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,4,4,0,0,5,0
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2010-10-21,292605,Re-Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,0,1,0,4,4,0
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2011-12-06,292605,Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,1,6,0,0,1,0
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2012-10-04,292605,Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,1,4,0,1,6,0
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2013-11-18,292605,Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,2,8,0,1,4,0
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2014-11-17,292605,Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,3,7,0,2,8,0
Century Club of Syracuse (The),"480 James STREET,  Syracuse",13203,2015-11-19,292605,Inspection,Food Service Establishment,Restaurant,43.053292,-76.146425,0,3,0,3,7,0
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2006-03-07,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,0,4,0,NA,NA,NA
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2007-10-26,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,1,2,0,0,4,0
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2008-05-20,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,0,2,0,1,2,0
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2009-11-30,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,0,4,0,0,2,0
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2010-10-28,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,0,4,0,0,4,0
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2011-06-13,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,0,3,0,0,4,0
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2012-01-12,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,0,3,0,0,3,0
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2012-09-04,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,0,5,0,0,3,0
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2013-02-06,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,1,3,0,0,5,0
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2013-10-08,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,0,3,0,1,3,0
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2014-10-09,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,1,3,0,0,3,0
Cerio's Tavern,"1711 Grant BOULEVARD,  Syracuse",13208,2015-10-15,292600,Inspection,Food Service Establishment,Restaurant,43.072206,-76.139235,0,6,0,1,3,0
Chadwicks,"2529 James STREET,  Syracuse",13206,2007-10-05,293726,Inspection,Food Service Establishment,Food Service Establishment,43.068666,-76.111115,0,3,0,NA,NA,NA
Chadwicks,"2529 James STREET,  Syracuse",13206,2008-04-11,293726,Inspection,Food Service Establishment,Food Service Establishment,43.068666,-76.111115,0,3,0,0,3,0
Chadwicks,"2529 James STREET,  Syracuse",13206,2009-01-13,293726,Inspection,Food Service Establishment,Food Service Establishment,43.068666,-76.111115,0,3,0,0,3,0
Chadwicks,"2529 James STREET,  Syracuse",13206,2010-01-26,293726,Inspection,Food Service Establishment,Food Service Establishment,43.068666,-76.111115,0,3,0,0,3,0
Chadwicks,"2529 James STREET,  Syracuse",13206,2011-02-10,293726,Inspection,Food Service Establishment,Food Service Establishment,43.068666,-76.111115,3,12,0,0,3,0
Chadwicks,"2529 James STREET,  Syracuse",13206,2011-03-02,293726,Re-Inspection,Food Service Establishment,Food Service Establishment,43.068666,-76.111115,0,1,0,3,12,0
Chadwicks,"2529 James STREET,  Syracuse",13206,2012-01-31,293726,Inspection,Food Service Establishment,Food Service Establishment,43.068666,-76.111115,1,4,0,0,1,0
Chadwicks,"2529 James STREET,  Syracuse",13206,2013-01-07,293726,Inspection,Food Service Establishment,Food Service Establishment,43.068666,-76.111115,0,6,0,1,4,0
Chadwicks,"2529 James STREET,  Syracuse",13206,2014-02-13,293726,Inspection,Food Service Establishment,Food Service Establishment,43.068666,-76.111115,1,2,0,0,6,0
Chadwicks,"2529 James STREET,  Syracuse",13206,2015-02-10,293726,Inspection,Food Service Establishment,Food Service Establishment,43.068666,-76.111115,0,2,0,1,2,0
Chadwicks,"2529 James STREET,  Syracuse",13206,2016-03-02,293726,Inspection,Food Service Establishment,Food Service Establishment,43.068666,-76.111115,0,0,0,0,2,0
Chang's Garden,"713 SOUTH Crouse AVENUE,  Syracuse",13210,2014-04-14,869892,Inspection,Food Service Establishment,Restaurant,NA,NA,0,2,0,NA,NA,NA
Chang's Garden,"713 SOUTH Crouse AVENUE,  Syracuse",13210,2014-10-22,869892,Inspection,Food Service Establishment,Restaurant,NA,NA,3,1,0,0,2,0
Chang's Garden,"713 SOUTH Crouse AVENUE,  Syracuse",13210,2014-11-19,869892,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,3,1,0
Chang's Garden,"713 SOUTH Crouse AVENUE,  Syracuse",13210,2015-10-20,869892,Inspection,Food Service Establishment,Restaurant,NA,NA,1,6,0,0,0,0
Chang's Garden,"713 SOUTH Crouse AVENUE,  Syracuse",13210,2016-09-02,869892,Inspection,Food Service Establishment,Restaurant,NA,NA,2,13,0,1,6,0
Chang's Garden,"713 SOUTH Crouse AVENUE,  Syracuse",13210,2016-09-29,869892,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,1,2,0,2,13,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2006-12-18,292601,Re-Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,0,1,0,NA,NA,NA
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2007-10-24,292601,Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,1,15,0,0,1,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2008-05-20,292601,Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,4,25,0,1,15,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2008-06-02,292601,Re-Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,0,1,0,4,25,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2009-11-04,292601,Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,1,10,0,0,1,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2010-11-01,292601,Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,2,19,0,1,10,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2011-10-11,292601,Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,1,13,0,2,19,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2011-11-04,292601,Re-Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,0,9,0,1,13,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2012-08-02,292601,Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,2,14,0,0,9,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2013-09-17,292601,Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,3,24,0,2,14,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2013-10-10,292601,Re-Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,0,7,0,3,24,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2014-10-30,292601,Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,1,2,0,0,7,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2015-11-23,292601,Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,2,7,0,1,2,0
Change of Pace,"1802 Grant BOULEVARD,  Syracuse",13208,2015-12-31,292601,Re-Inspection,Food Service Establishment,Restaurant,43.072268,-76.140219,0,0,0,2,7,0
Charlys Philly Steaks,"9090 Destiny USA Drive, FC013,  Syracuse",13204,2015-10-30,904563,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,NA,NA,NA
Charlys Philly Steaks,"9090 Destiny USA Drive, FC013,  Syracuse",13204,2016-09-15,904563,Inspection,Food Service Establishment,Restaurant,NA,NA,1,6,0,0,0,0
Chayse's Lounge,"205 NORTH West STREET,  Syracuse",13204,2015-06-15,896830,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,NA,NA,NA
Cheesecake Factory @ Destiny USA,"306 Hiawatha Boulvard West, J112,  Syracuse",13204,2013-12-11,853884,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,NA,NA,NA
Cheesecake Factory @ Destiny USA,"306 Hiawatha Boulvard West, J112,  Syracuse",13204,2014-03-24,853884,Inspection,Food Service Establishment,Restaurant,NA,NA,11,10,0,0,0,0
Cheesecake Factory @ Destiny USA,"306 Hiawatha Boulvard West, J112,  Syracuse",13204,2014-04-15,853884,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,1,0,11,10,0
Cheesecake Factory @ Destiny USA,"306 Hiawatha Boulvard West, J112,  Syracuse",13204,2014-08-12,853884,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,0,1,0
Cheesecake Factory @ Destiny USA,"306 Hiawatha Boulvard West, J112,  Syracuse",13204,2014-11-14,853884,Inspection,Food Service Establishment,Restaurant,NA,NA,2,4,0,0,0,0
Cheesecake Factory @ Destiny USA,"306 Hiawatha Boulvard West, J112,  Syracuse",13204,2015-12-01,853884,Inspection,Food Service Establishment,Restaurant,NA,NA,1,1,0,2,4,0
Cheesecake Factory @ Destiny USA,"306 Hiawatha Boulvard West, J112,  Syracuse",13204,2016-02-08,853884,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,1,1,0
Cheesecake Factory @ Destiny USA,"306 Hiawatha Boulvard West, J112,  Syracuse",13204,2016-08-30,853884,Inspection,Food Service Establishment,Restaurant,NA,NA,1,3,0,0,0,0
