OBJECTID,HSISID,Score,Date,Description,Type
2078,04092014720,93.5,2016-10-04T00:00:00.000Z,Inspector contact info: Dimitri Parker (919)868-2562,Inspection
2079,04092014597,95,2015-07-23T00:00:00.000Z,door gaskets on the prep cooler doors have been replaced since the last inspection.,Inspection
2080,04092014597,94,2016-01-21T00:00:00.000Z,,Inspection
2081,04092014667,96.5,2012-10-02T00:00:00.000Z,,Inspection
2082,04092014667,95.5,2013-03-27T00:00:00.000Z,Follow-Up: 04/06/2013,Inspection
2083,04092021411,98.5,2015-01-27T00:00:00.000Z,,Inspection
2084,04092021411,99,2015-04-28T00:00:00.000Z,,Inspection
2085,04092021411,99,2015-08-21T00:00:00.000Z,"Quat sanitizer in dish wash area was above 130 degrees. Based off the specifics of the quat sanitizer that the facility was using, quat sanitizer is to be 75 degrees. Quat sanitizer was adequate, (250 ppm)just ensure that quat sanitizer temps at or around 75 degrees from here forth.",Inspection
2086,04092021411,98.5,2016-02-16T00:00:00.000Z,Work on chemical sanitizer not being too strong. Complies well with NC Food code,Inspection
2087,04092021791,96,2015-09-25T00:00:00.000Z,,Inspection
2088,04092015427,95.5,2015-02-25T00:00:00.000Z,A few employee food items were found in the reach in freezer next to restaurant food items. These were placed in a separate bin in the freezer.,Inspection
2089,04092015427,97,2015-05-18T00:00:00.000Z,,Inspection
2090,04092015427,96,2015-09-04T00:00:00.000Z,Avoid cooling foods in cold hold unit.,Inspection
2091,04092015427,96.5,2015-12-16T00:00:00.000Z,Provided Time as a public health template to use for holding foods at time. Install date marks on the food container and not on walk in cooler racks to better keep such foods in correspondence with date marks.,Inspection
2092,04092015427,97,2016-04-18T00:00:00.000Z,"Will return to do follow up on missing backflow preventer. Clean and better maintain walk in cooler racks. 
Follow-Up: 04/28/2016",Inspection
2093,04092021725,93.5,2015-07-30T00:00:00.000Z,,Inspection
2094,04092021725,92.5,2016-02-24T00:00:00.000Z,,Inspection
2095,04092014552,96.5,2016-08-17T00:00:00.000Z,Follow-Up: 08/27/2016,Inspection
2096,04092021670,97.5,2013-01-17T00:00:00.000Z,,Inspection
2097,04092017063,95,2016-09-15T00:00:00.000Z,,Inspection
2098,04092030175,91.5,2014-08-20T00:00:00.000Z,"For the self-service condiment area, use spring loaded lids so that when customers have served themselves, the lids will automatically spring back closed (instead of stay open and expose the food in containers).",Inspection
2099,04092030175,91.5,2015-03-24T00:00:00.000Z,,Inspection
2100,04092030175,87,2015-11-23T00:00:00.000Z,"This truck is not permitted to do cooling. Refrain from cooling Cooked meats on unit for it does not have refrigeration that allows for this process. 

Grade Card Violation issued.",Inspection
2101,04092014738,97.5,2015-10-30T00:00:00.000Z,"Gave updated Employee Health Policy 1-B, foodborne illness signs, and exclusion decision chart.",Inspection
2102,04092014665,95.5,2016-07-25T00:00:00.000Z,,Inspection
2103,04092016992,95.5,2015-10-09T00:00:00.000Z,Transitional Permit expires on 1/26/16. All items on list must be completed by this date to avoid interruption in operation.,Inspection
2104,04092110471,96,2012-10-09T00:00:00.000Z,,Inspection
2105,04092110471,98.5,2013-03-04T00:00:00.000Z,,Inspection
2106,04092110471,100,2013-06-07T00:00:00.000Z,,Inspection
2107,04092016508,97,2014-03-31T00:00:00.000Z,Follow-Up: 04/10/2014,Inspection
2108,04092016508,95,2015-01-05T00:00:00.000Z,Follow-Up: 01/15/2015,Inspection
2109,04092016508,97,2015-09-10T00:00:00.000Z,Make sure to remove blade sharpener when cleaning the slicer (at least every 4 hours).,Inspection
2110,04092016508,98,2016-01-20T00:00:00.000Z,"Every item from previous inspection was corrected. Thank you! Gave operator updated Employee Health Policy 1-B, Exclusion Decision Chart, and Foodborne Illness Sign. Operator mentioned a possible owner change in November of 2016. Before this occurs, contact James Smith at (919)-868-9246 to acquire a Transitional Permit.",Inspection
2111,04092016508,91,2016-09-21T00:00:00.000Z,DISCUSSION: Remember that hands must be washed at approved handwashing sink using soap and warm water--not at food preparation or utensil washing sinks.,Inspection
2112,04092160078,97,2013-08-27T00:00:00.000Z,LABEL ALL PREP SINK.,Inspection
2113,04092160078,98.5,2014-04-29T00:00:00.000Z,,Inspection
2114,04092160078,92.5,2015-01-26T00:00:00.000Z,,Inspection
2115,04092160078,93.5,2015-11-30T00:00:00.000Z,,Inspection
2116,04092160078,92.5,2016-06-13T00:00:00.000Z,,Inspection
2117,04092160070,93.5,2012-09-24T00:00:00.000Z,,Inspection
2118,04092160070,96.5,2012-11-05T00:00:00.000Z,,Inspection
2119,04092160070,97,2013-03-21T00:00:00.000Z,,Inspection
2120,04092160070,93,2013-05-28T00:00:00.000Z,,Inspection
2121,04092160070,94.5,2016-07-28T00:00:00.000Z,,Inspection
2122,04092160070,90,2016-10-31T00:00:00.000Z,Follow-Up: 11/10/2016,Inspection
2123,04092110479,98,2016-10-24T00:00:00.000Z,"Refrain from storing chemicals over the rinse portion of the 3 comp sink. 
Inspector info : Dimitri Parker (919-868-2562)",Inspection
2124,04092015636,95,2016-11-01T00:00:00.000Z,,Inspection
2125,04092016575,93,2016-09-26T00:00:00.000Z,,Inspection
2126,04092016610,97,2014-04-09T00:00:00.000Z,Wake Co. educational handouts given to PIC today : Employee Health Policy and Date Marking,Inspection
2127,04092016610,98.5,2015-01-06T00:00:00.000Z,,Inspection
2128,04092016610,98.5,2016-07-20T00:00:00.000Z,"Gave updated Employee Health Policy Form 1-B, Exclusion Decision Chart, and Foodborne Illness Sign.",Inspection
2129,04092017128,97.5,2016-01-12T00:00:00.000Z,"PIC stated that the beef patties being stored in the hot hold unit is required to be thrown away after 4 hours based off company policy. After reviewing Wendy's policy in regards to time holding beef patties, Beef patties are required to be hot held at 140 degrees. A facility may not time hold and temperature hold at the same time. The 4 hour discarding of beef patties is for quality and not health related. (foods can be in hot hold unit without a time period set for discard if hot held at 135 degrees or higher",Inspection
2130,04092110490,99,2012-10-03T00:00:00.000Z,,Inspection
2131,04092110490,96,2013-02-28T00:00:00.000Z,,Inspection
2132,04092110490,96.5,2013-05-30T00:00:00.000Z,,Inspection
2133,04092015958,96,2013-11-08T00:00:00.000Z,"ALL UTENSIL WASHING ( WASHING,RINSING,SANITIZATION ) IS TO OCCUR AT DISHWASHING AREA. NO UTENSIL WASHING IS TO OCCUR AT PRODUCE 2 COMPARTMENT SINK.",Inspection
2134,04092015958,94.5,2014-04-22T00:00:00.000Z,,Inspection
2135,04092015958,95,2014-12-30T00:00:00.000Z,,Inspection
2136,04092015958,93,2015-04-02T00:00:00.000Z,,Inspection
2137,04092015958,92,2015-09-15T00:00:00.000Z,Follow-Up: 09/25/2015,Inspection
2138,04092015958,88.5,2016-02-26T00:00:00.000Z,"PIC with Certified Food Protection manager training had gone to bank before REHS arrived.  Returned to facility within 15 minutes of arrival. 

Contact Andrea Anover at 919-449-7339 when ready for reinspection. 
Follow-Up: 03/07/2016",Inspection
2139,04092015958,92.5,2016-03-08T00:00:00.000Z,Follow-Up: 03/18/2016,Re-Inspection
2140,04092021401,95,2013-09-09T00:00:00.000Z,Follow-Up: 09/19/2012,Inspection
2141,04092021401,97.5,2013-12-05T00:00:00.000Z,,Inspection
2142,04092021401,98,2014-03-26T00:00:00.000Z,Follow-Up: 04/05/2014,Inspection
2143,04092021401,97,2014-08-07T00:00:00.000Z,,Inspection
2144,04092021401,96.5,2014-12-01T00:00:00.000Z,,Inspection
2145,04092021401,96,2015-06-17T00:00:00.000Z,,Inspection
2146,04092021401,98,2015-09-18T00:00:00.000Z,,Inspection
2147,04092021401,94,2016-01-07T00:00:00.000Z,,Inspection
2148,04092021401,98.5,2016-07-05T00:00:00.000Z,,Inspection
2149,04092014892,99,2012-11-13T00:00:00.000Z,"Remember that upon entering the kitchen after going into hallway, mop sink/can wash area, bathrooms or in back storage area, hands shall be washed upon entering kitchen and before resuming work in kitchen (before touching clean equipment/utensils, food items, etc.).",Inspection
2150,04092014892,96.5,2013-03-25T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
2151,04092014892,96.5,2013-05-17T00:00:00.000Z,,Inspection
2152,04092014892,96,2015-08-19T00:00:00.000Z,,Inspection
2153,04092300243,95.5,2014-07-17T00:00:00.000Z,,Inspection
2154,04092300243,96.5,2014-12-29T00:00:00.000Z,,Inspection
2155,04092015917,91.5,2014-12-12T00:00:00.000Z,Inspection was led and entered by : Dimitri Parker,Inspection
2156,04092015666,96,2014-10-27T00:00:00.000Z,,Inspection
2157,04092015666,94,2015-02-27T00:00:00.000Z,,Inspection
2158,04092015666,92,2015-06-18T00:00:00.000Z,Follow-Up: 06/26/2015,Inspection
2159,04092015666,96,2015-08-06T00:00:00.000Z,Operator has implemented updated (2013 Food Code) Employee Health Policy./Consumer advisory on menu released 7/20/15 is in compliance.,Inspection
2160,04092015666,96.5,2015-11-16T00:00:00.000Z,"Floor has started being regrouted, thank you! When making ice baths make sure to fill ice bath line all the way to top of food line. Also, date mark all food BEFORE placing it into the walk-in cooler.",Inspection
2161,04092015666,97,2016-01-05T00:00:00.000Z,See complaint ID: 8083959.,Inspection
2162,04092015666,91,2016-09-20T00:00:00.000Z,"For Item #12 on this report, send parasite destruction documentation to Lucy Schrum at 919-868-2565 as a text or e-mail Lucy.Schrum@wakegov.com",Inspection
2163,04092015519,94,2012-11-01T00:00:00.000Z,Follow-Up: 11/10/2012,Inspection
2164,04092015519,92.5,2013-05-06T00:00:00.000Z,,Inspection
2165,04092017061,97,2015-11-25T00:00:00.000Z,,Inspection
2166,04092017050,98.5,2016-01-07T00:00:00.000Z,,Inspection
2167,04092017051,96,2015-11-09T00:00:00.000Z,"Verification required for Item #8 (hot water requirement at front handsink). A follow-up visit will be made on Thursday, November 19, 2015 to evaluate completion to this item. 
Follow-Up: 11/19/2015",Inspection
2168,04092017051,94.5,2016-03-10T00:00:00.000Z,"Verification visit to be made on March 21, 2016 to evaluate completion of Item #8 on this report. 
Follow-Up: 03/21/2016",Inspection
2169,04092014956,97,2013-01-22T00:00:00.000Z,,Inspection
2170,04092014956,96.5,2013-06-06T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
2171,04092160058,95,2015-01-16T00:00:00.000Z,,Inspection
2172,04092160058,98,2016-07-18T00:00:00.000Z,"Gave updated Employee Health Policy Form 1-B, Foodborne Illness Sign, and Exclusion Decision Chart.",Inspection
2173,04092015557,92.5,2013-12-11T00:00:00.000Z,Follow-Up: 12/21/2013,Inspection
2174,04092015557,93,2014-05-28T00:00:00.000Z,Follow-Up: 06/05/2014,Inspection
2175,04092015557,93,2014-12-03T00:00:00.000Z,,Inspection
2176,04092016562,96.5,2015-05-26T00:00:00.000Z,,Inspection
2177,04092015296,96,2014-10-22T00:00:00.000Z,,Inspection
2178,04092015296,96.5,2015-02-19T00:00:00.000Z,,Inspection
2179,04092015296,95,2015-05-27T00:00:00.000Z,"Make sure to poke holes/remove salmon from vacuum packaged bags (to reintroduce oxygen) when thawing to prevent growth of C. botulinum. Date mark all opened containers of milk.
Follow-Up: 05/28/2015",Inspection
2180,04092015296,95,2015-08-03T00:00:00.000Z,,Inspection
2181,04092015296,95.5,2015-11-10T00:00:00.000Z,"Gave updated Employee Health Policy 1-B, Exclusion Decision Chart, and Foodborne Illness Sign. Focus on fixing repeat violations to prevent further point deductions. General cleaning needs to be done more thoroughly and more frequently throughout the restaurant.",Inspection
2182,04092015296,86,2016-04-07T00:00:00.000Z,"When ready for reinspection call Jo Hill at 919-280-3216 and a reinspection will occur within 15 calendar days. Keep in mind, that ALL ITEMS NEED TO BE CORRECTED in order for your grade to improve.
Follow-Up: 04/15/2016",Inspection
2183,04092015296,90,2016-04-28T00:00:00.000Z,"If serious improvements are not made by next inspection, your grade will likely drop to a 'B' or lower. Continue working on above violations and focus on repeats and cleaning.
Follow-Up: 05/06/2016",Re-Inspection
2184,04092016372,93.5,2013-08-08T00:00:00.000Z,Follow-Up: 08/12/2013,Inspection
2185,04092016372,94.5,2013-10-29T00:00:00.000Z,,Inspection
2186,04092016372,95.5,2015-06-04T00:00:00.000Z,"Ensure that foods are not being covered while cooling and are not cooling in prep refrigeration. if desired to use refrigeration for cooling, use walk in cooler or freezer for better cool air quality.",Inspection
2187,04092016566,97.5,2014-04-07T00:00:00.000Z,Customer restroom has been converted into office space.  Must remove customer chairs. Permit will be re-issued as a foodstand after Transitional Permit requirements are met.,Inspection
2188,04092016566,93,2014-12-30T00:00:00.000Z,,Inspection
2189,04092016475,94.5,2015-01-26T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
2190,04092014769,95,2016-03-31T00:00:00.000Z,NOTE: Remember that contaminated hands must always be washed before putting on clean gloves.,Inspection
2191,04092014695,92,2013-08-19T00:00:00.000Z,Follow-Up: 08/29/2013,Inspection
2192,04092014695,91,2014-03-04T00:00:00.000Z,Follow-Up: 03/14/2014,Inspection
2193,04092014695,95,2014-09-09T00:00:00.000Z,,Inspection
2194,04092014695,93.5,2015-01-26T00:00:00.000Z,Follow-Up: 02/05/2015,Inspection
2195,04092014883,86,2016-09-02T00:00:00.000Z,Replace damaged filters above the grill station. Facility needs to focus on improving facility in all areas listed in the report.,Inspection
2196,04092017062,94,2015-11-04T00:00:00.000Z,"facility has recently been remodeled and has just reopened a week ago.
Follow-Up: 11/14/2015",Inspection
2197,04092017062,96.5,2016-04-26T00:00:00.000Z,manager had done an awesome job correcting items seen on the last inspection!!,Inspection
2198,04092015646,90.5,2014-05-27T00:00:00.000Z,"All utensils are to be washed, rinsed and sanitized at the 3 compartment sink in kitchen. REHS had long discussion with PIC regarding this matter. 
Follow-Up: 06/05/2014",Inspection
2199,04092021588,97,2014-12-01T00:00:00.000Z,,Inspection
2200,04092021588,98,2015-05-12T00:00:00.000Z,,Inspection
2201,04092014901,91.5,2012-10-24T00:00:00.000Z,,Inspection
2202,04092014911,94.5,2015-09-29T00:00:00.000Z,"Staff was under the impression that prepped/ready to eat/PTH foods can be in the facility for a max of 10 days. Informed them that foods shall be date marked and not exceed 7 days max if refrigeration is holding under 41 degrees and for 4 days if holding in between 41-45 degrees. Work on cooling habits. Do not cover food products while cooling. 

contact info for EHS (919)868-2562",Inspection
